ID,Model,Source,Price,Rating,Reviews,URL,Scraped_At
1331,iPhone 17,Amazon,112805.02,4.2,Great connectivity and good for daily use.,https://www.amazon.in/dp/qI99855431,6/29/2025 3:34
1332,iPhone 16,Amazon,92441.1,4.5,Absolutely love the durability.,https://www.amazon.in/Apple-iPhone-16/dp/cq96729088,5/13/2025 21:37
1333,iPhone 16,Flipkart,149479.45,4.3,"Nice display, works well for professional tasks.",https://www.flipkart.com/apple-iphone-16/p/itmeQdPZIhg,9/12/2025 13:19
1334,iPhone 17,Amazon,146121.9,3.7,Good features but price point could be better.,https://www.amazon.in/gp/product/LL18410744,4/30/2025 2:42
1335,iPhone 17,Amazon,94689.55,4.2,Satisfied with the camera quality.,https://www.amazon.in/gp/product/LE23680642,8/20/2025 21:35
1336,iPhone 15,Flipkart,120971.81,4.6,Best phone for gaming.,https://www.flipkart.com/apple-iphone-15/p/itmwDAIGsjO,7/15/2025 2:15
1337,iPhone 17,Flipkart,139637.19,4,Satisfied with the durability.,https://www.flipkart.com/iphone-17/p/itmOfNiqgdI,8/3/2025 10:03
1338,iPhone 17,Flipkart,79666.99,3.7,"Decent for professional tasks, overall experience is good.",https://www.flipkart.com/apple-iphone-17-smartphone/p/itmqoHUuLGm,7/29/2025 20:48
1339,iPhone 16,Flipkart,112762.09,4.1,Good phone with exceptional build quality.,https://www.flipkart.com/apple-iphone-16/p/itmGFoGXayJ,8/4/2025 1:05
1340,iPhone 15,Flipkart,140618.47,4.2,"Nice speed, works well for photography.",https://www.flipkart.com/apple-iphone-15/p/itmFRLPTLOp,6/19/2025 13:25
1341,iPhone 17,Flipkart,118289.27,3.8,Good overall experience but storage capacity could be better.,https://www.flipkart.com/apple-iphone-17-smartphone/p/itmXEMSdQYx,5/11/2025 3:34
1342,iPhone 15,Flipkart,97844.54,4.3,Good phone with exceptional capabilities.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmdzFndrXV,10/15/2025 16:53
1343,iPhone 16,Amazon,107326.92,4.6,Best phone for family use.,https://www.amazon.in/Apple-iPhone-16/dp/br07035945,6/20/2025 9:21
1344,iPhone 17,Amazon,84673.88,3.9,"Decent for personal use, display is good.",https://www.amazon.in/Apple-iPhone-17/dp/pW93720428,8/23/2025 18:26
1345,iPhone 17,Amazon,111959.65,3.7,"solid phone overall, though storage capacity is average.",https://www.amazon.in/dp/qS80602074,6/26/2025 0:35
1346,iPhone 15,Flipkart,141991.78,4.7,amazing battery life.,https://www.flipkart.com/iphone-15/p/itmOrhUMymt,6/26/2025 5:39
1347,iPhone 15,Amazon,123167.59,4.1,Good phone with satisfying camera quality.,https://www.amazon.in/Apple-iPhone-15/dp/Fo28796465,8/10/2025 8:09
1348,iPhone 15,Amazon,65740.34,4.8,Absolutely love the durability.,https://www.amazon.in/gp/product/eS47391693,5/15/2025 20:55
1349,iPhone 17,Flipkart,95352.28,4.2,"Nice sound quality, works well for personal use.",https://www.flipkart.com/apple-iphone-17-smartphone/p/itmqRuvkEMu,5/21/2025 4:06
1350,iPhone 15,Flipkart,104650.07,4.9,impressive features.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmSOpzvGFZ,9/19/2025 15:39
1351,iPhone 16,Amazon,66849.07,4.1,Great capabilities and good for social media.,https://www.amazon.in/gp/product/wJ05280780,6/29/2025 22:19
1352,iPhone 15,Flipkart,120460.76,4.8,Incredible overall experience quality.,https://www.flipkart.com/apple-iphone-15/p/itmWTeTjhYN,10/14/2025 0:31
1353,iPhone 15,Amazon,68999.54,4.5,Incredible build quality quality.,https://www.amazon.in/gp/product/LR01980584,5/8/2025 14:04
1354,iPhone 16,Amazon,125358.7,4.1,Satisfied with the user interface.,https://www.amazon.in/Apple-iPhone-16/dp/bV79190277,7/24/2025 10:16
1355,iPhone 15,Amazon,97337.74,4.3,"Nice performance, works well for family use.",https://www.amazon.in/dp/Bk20111525,4/27/2025 14:40
1356,iPhone 16,Amazon,118805.24,4.5,Highly recommend for work.,https://www.amazon.in/Apple-iPhone-16/dp/Jg99904118,5/20/2025 4:30
1357,iPhone 15,Flipkart,151237.77,4.3,Great overall experience and good for social media.,https://www.flipkart.com/apple-iphone-15/p/itmHlonywZo,6/19/2025 21:24
1358,iPhone 17,Amazon,117041.09,4.1,Great responsiveness and good for personal use.,https://www.amazon.in/gp/product/kP67715309,9/29/2025 10:10
1359,iPhone 16,Amazon,82677.08,4,Good phone with outstanding durability.,https://www.amazon.in/gp/product/Zv29455733,6/15/2025 10:48
1360,iPhone 16,Flipkart,86970.62,4.2,"Nice storage, works well for multimedia.",https://www.flipkart.com/iphone-16/p/itmrWFxBALj,8/11/2025 1:11
1361,iPhone 17,Flipkart,84362.1,3.9,"Decent for professional tasks, connectivity is good.",https://www.flipkart.com/apple-iphone-17-smartphone/p/itmqTiNdSCN,8/26/2025 1:05
1362,iPhone 15,Amazon,104287.71,4.6,Absolutely love the camera quality.,https://www.amazon.in/Apple-iPhone-15/dp/MD85746263,9/23/2025 13:59
1363,iPhone 15,Flipkart,74255.59,4.5,Perfect for travel.,https://www.flipkart.com/iphone-15/p/itmvEiMaiHX,6/25/2025 9:58
1364,iPhone 17,Flipkart,157710.54,3.7,"Decent for travel, display is good.",https://www.flipkart.com/apple-iphone-17/p/itmnzYLtupv,5/19/2025 12:19
1365,iPhone 17,Amazon,161464.71,3.8,"Decent for professional tasks, functionality is good.",https://www.amazon.in/gp/product/RH31286311,8/14/2025 13:55
1366,iPhone 17,Amazon,93493.2,3.9,Good battery life but heat management could be better.,https://www.amazon.in/dp/mZ99621496,8/14/2025 16:36
1367,iPhone 15,Amazon,105206.01,4.6,Best phone for travel.,https://www.amazon.in/Apple-iPhone-15/dp/dI60529088,9/24/2025 20:10
1368,iPhone 16,Flipkart,104758.07,4.2,Great functionality and good for business.,https://www.flipkart.com/apple-iphone-16/p/itmikIqyqWn,10/11/2025 23:18
1369,iPhone 17,Flipkart,84695.48,4,Good phone with fantastic battery life.,https://www.flipkart.com/apple-iphone-17/p/itmIxlmNrru,7/19/2025 23:46
1370,iPhone 17,Flipkart,100338.96,4.1,Great camera quality and good for family use.,https://www.flipkart.com/apple-iphone-17-smartphone/p/itmxsAlGgVP,9/21/2025 10:41
1371,iPhone 15,Amazon,132983.29,4.1,Good phone with solid durability.,https://www.amazon.in/Apple-iPhone-15/dp/hs83504320,8/8/2025 12:16
1372,iPhone 17,Flipkart,103775.67,4,Satisfied with the build quality.,https://www.flipkart.com/apple-iphone-17-smartphone/p/itmnEJkqenV,9/22/2025 12:30
1373,iPhone 16,Flipkart,76856.15,4.2,Great responsiveness and good for work.,https://www.flipkart.com/iphone-16/p/itmVMyjLYdM,6/8/2025 7:59
1374,iPhone 16,Flipkart,106101.07,4.3,Good phone with impressive screen clarity.,https://www.flipkart.com/iphone-16/p/itmsieLscPE,5/12/2025 1:42
1375,iPhone 17,Amazon,105727.2,4.3,"Nice sound quality, works well for professional tasks.",https://www.amazon.in/Apple-iPhone-17/dp/DC42387164,5/15/2025 13:35
1376,iPhone 17,Amazon,68139.91,3.7,"great phone overall, though battery life is average.",https://www.amazon.in/gp/product/hz85130159,5/10/2025 11:13
1377,iPhone 17,Amazon,118841.01,4,Satisfied with the camera quality.,https://www.amazon.in/gp/product/lW39313909,6/18/2025 0:50
1378,iPhone 17,Flipkart,133677.89,4.1,Great capabilities and good for business.,https://www.flipkart.com/iphone-17/p/itmtGHhQbPW,7/20/2025 19:49
1379,iPhone 17,Flipkart,113237.13,3.8,"Decent for personal use, camera quality is good.",https://www.flipkart.com/apple-iphone-17/p/itmtPXBqzDU,5/4/2025 14:14
1380,iPhone 15,Amazon,122764.88,4.9,impressive storage.,https://www.amazon.in/gp/product/mA73059814,6/7/2025 16:34
1381,iPhone 17,Amazon,148711.51,3.8,Good capabilities but weight could be better.,https://www.amazon.in/Apple-iPhone-17/dp/rZ00603464,9/18/2025 18:05
1382,iPhone 15,Flipkart,111550.62,4.7,Highly recommend for work.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmxrUKIEBI,6/23/2025 4:58
1383,iPhone 15,Amazon,63787.88,4,Good phone with great camera quality.,https://www.amazon.in/dp/Zt61646239,9/2/2025 12:26
1384,iPhone 16,Amazon,99293.34,4.1,Good phone with fantastic display.,https://www.amazon.in/gp/product/LM96770970,7/26/2025 13:16
1385,iPhone 17,Amazon,99919.15,3.8,"remarkable phone overall, though charging speed is average.",https://www.amazon.in/dp/il77909263,7/13/2025 11:36
1386,iPhone 16,Flipkart,109159.07,4.1,Great storage and good for daily use.,https://www.flipkart.com/iphone-16/p/itmccFJCFCM,6/27/2025 19:07
1387,iPhone 15,Amazon,178368.15,4,Great features and good for multimedia.,https://www.amazon.in/Apple-iPhone-15/dp/CH73907774,7/14/2025 11:15
1388,iPhone 15,Flipkart,141412.8,3.9,Good speed but signal strength could be better.,https://www.flipkart.com/iphone-15/p/itmLqwNxOCc,4/23/2025 14:55
1389,iPhone 17,Amazon,111456.03,4.1,Good phone with decent battery life.,https://www.amazon.in/dp/Vv49234121,9/21/2025 22:55
1390,iPhone 15,Amazon,88978.23,4.6,excellent capabilities.,https://www.amazon.in/Apple-iPhone-15/dp/KN55136341,6/18/2025 3:25
1391,iPhone 17,Flipkart,135419.91,3.7,Good features but storage capacity could be better.,https://www.flipkart.com/apple-iphone-17/p/itmIIlAMcOJ,8/28/2025 9:38
1392,iPhone 17,Amazon,104035.94,4,Satisfied with the display.,https://www.amazon.in/Apple-iPhone-17/dp/In58534974,10/2/2025 13:54
1393,iPhone 15,Amazon,89823.29,4.4,Satisfied with the screen clarity.,https://www.amazon.in/Apple-iPhone-15/dp/vF90940521,4/29/2025 23:27
1394,iPhone 15,Amazon,98350.31,4.5,Best phone for social media.,https://www.amazon.in/dp/WO82173206,7/1/2025 14:14
1395,iPhone 17,Flipkart,84113.1,3.8,Good performance but camera in low light could be better.,https://www.flipkart.com/apple-iphone-17-smartphone/p/itmwsndbNrp,6/13/2025 2:49
1396,iPhone 17,Flipkart,88063.39,4.1,Great sound quality and good for outdoor activities.,https://www.flipkart.com/apple-iphone-17/p/itmSkQENtUG,8/24/2025 14:15
1397,iPhone 17,Amazon,86818.58,4.1,Great design and good for social media.,https://www.amazon.in/Apple-iPhone-17/dp/kc36577590,8/17/2025 2:54
1398,iPhone 17,Amazon,88918.17,3.8,"Decent for personal use, capabilities is good.",https://www.amazon.in/dp/Xi14886354,6/24/2025 4:24
1399,iPhone 17,Amazon,113096.45,4.2,Good phone with nice capabilities.,https://www.amazon.in/dp/BW47512966,7/1/2025 12:46
1400,iPhone 17,Flipkart,123982.27,4,Great user interface and good for business.,https://www.flipkart.com/apple-iphone-17/p/itmrhASTLBS,7/5/2025 13:19
1401,iPhone 17,Flipkart,89034.53,4.2,Satisfied with the camera quality.,https://www.flipkart.com/iphone-17/p/itmKohkzXUm,6/24/2025 4:18
1402,iPhone 15,Flipkart,86771.4,3.8,"Decent for outdoor activities, battery life is good.",https://www.flipkart.com/iphone-15/p/itmmeJULNdd,8/9/2025 11:45
1403,iPhone 15,Amazon,71868.53,4.8,Absolutely love the sound quality.,https://www.amazon.in/gp/product/jB71656881,10/10/2025 1:13
1404,iPhone 15,Flipkart,72810.53,4.1,"Nice storage, works well for travel.",https://www.flipkart.com/iphone-15/p/itmDezaCEhq,6/11/2025 6:40
1405,iPhone 17,Flipkart,74598.69,4.2,Good phone with satisfying display.,https://www.flipkart.com/apple-iphone-17/p/itmHIqsUDts,7/21/2025 9:01
1406,iPhone 15,Flipkart,111630.42,4.6,decent display.,https://www.flipkart.com/iphone-15/p/itmUpoJqUNO,6/13/2025 1:19
1407,iPhone 16,Flipkart,131839.87,4.5,Highly recommend for multimedia.,https://www.flipkart.com/apple-iphone-16-smartphone/p/itmLVnLgGKF,7/7/2025 11:34
1408,iPhone 17,Amazon,136753.64,3.9,Good storage but charging speed could be better.,https://www.amazon.in/dp/Uc55226133,6/16/2025 22:37
1409,iPhone 16,Amazon,140032.27,4.1,Good phone with outstanding functionality.,https://www.amazon.in/Apple-iPhone-16/dp/WP56316376,7/21/2025 0:40
1410,iPhone 15,Flipkart,97652.11,3.9,"satisfying phone overall, though battery life is average.",https://www.flipkart.com/apple-iphone-15/p/itmgkYSmrbn,9/17/2025 11:58
1411,iPhone 17,Flipkart,79637.6,3.8,"Decent for personal use, screen clarity is good.",https://www.flipkart.com/apple-iphone-17-smartphone/p/itmrIyJSMoo,7/2/2025 20:29
1412,iPhone 15,Flipkart,76283.78,4.9,Highly recommend for work.,https://www.flipkart.com/apple-iphone-15/p/itmeVdEFBaC,10/9/2025 16:45
1413,iPhone 17,Amazon,110434.43,4,Good phone with fantastic speed.,https://www.amazon.in/gp/product/Gq97572345,8/4/2025 9:54
1414,iPhone 15,Amazon,106990.42,4.4,"Nice screen clarity, works well for entertainment.",https://www.amazon.in/dp/WV63361710,6/6/2025 14:08
1415,iPhone 16,Flipkart,107912.26,4.1,Satisfied with the screen clarity.,https://www.flipkart.com/iphone-16/p/itmTRUXrJfx,9/11/2025 8:08
1416,iPhone 17,Amazon,153477.11,4.2,Satisfied with the sound quality.,https://www.amazon.in/Apple-iPhone-17/dp/bQ92381057,10/10/2025 17:26
1417,iPhone 17,Amazon,98693.29,3.7,Good storage but signal strength could be better.,https://www.amazon.in/Apple-iPhone-17/dp/ic77334571,6/5/2025 16:55
1418,iPhone 16,Flipkart,124758.4,4.2,Great sound quality and good for social media.,https://www.flipkart.com/iphone-16/p/itmjtTtIieD,5/18/2025 8:49
1419,iPhone 16,Flipkart,79896.02,4.4,"Nice features, works well for family use.",https://www.flipkart.com/apple-iphone-16/p/itmTwerHsEO,4/28/2025 19:02
1420,iPhone 17,Amazon,160822.97,3.9,"Decent for gaming, connectivity is good.",https://www.amazon.in/gp/product/vq95879408,10/3/2025 10:15
1421,iPhone 16,Flipkart,98136.83,4.1,"Nice durability, works well for daily use.",https://www.flipkart.com/apple-iphone-16-smartphone/p/itmCrEKbgGq,5/10/2025 13:10
1422,iPhone 17,Amazon,107291.93,4.2,Great screen clarity and good for daily use.,https://www.amazon.in/gp/product/eJ45639056,7/14/2025 15:35
1423,iPhone 15,Amazon,86872.44,4.9,Perfect for work.,https://www.amazon.in/Apple-iPhone-15/dp/jO55825529,7/25/2025 2:36
1424,iPhone 17,Amazon,97071.01,3.8,"Decent for daily use, features is good.",https://www.amazon.in/gp/product/Iy65114993,10/8/2025 11:05
1425,iPhone 15,Amazon,98106.67,4.9,Best phone for multimedia.,https://www.amazon.in/gp/product/Io30027604,9/5/2025 1:55
1426,iPhone 15,Flipkart,96117.67,4.2,"Nice display, works well for gaming.",https://www.flipkart.com/iphone-15/p/itmJDJeSgQa,7/27/2025 23:43
1427,iPhone 15,Flipkart,90859.03,4.3,Satisfied with the features.,https://www.flipkart.com/apple-iphone-15/p/itmhnCTcHLc,9/30/2025 19:24
1428,iPhone 15,Amazon,129174.17,4.3,Great performance and good for business.,https://www.amazon.in/dp/sP19713539,6/29/2025 19:44
1429,iPhone 16,Flipkart,109803.23,4.2,Good phone with exceptional speed.,https://www.flipkart.com/apple-iphone-16/p/itmFvhkTPKO,10/13/2025 7:08
1430,iPhone 15,Amazon,116484.54,4.3,Satisfied with the design.,https://www.amazon.in/dp/Vp93574524,6/2/2025 17:26
1431,iPhone 17,Amazon,101070.37,4,Great display and good for family use.,https://www.amazon.in/gp/product/Ir44914983,7/13/2025 10:30
1432,iPhone 15,Amazon,134248.95,4.3,Good phone with excellent build quality.,https://www.amazon.in/gp/product/oE47952279,6/2/2025 13:46
1433,iPhone 17,Flipkart,174073.17,3.7,"solid phone overall, though price point is average.",https://www.flipkart.com/apple-iphone-17-smartphone/p/itmRdwsJnQZ,9/23/2025 21:03
1434,iPhone 15,Amazon,151218.06,4.7,Absolutely love the performance.,https://www.amazon.in/dp/oq43152024,5/23/2025 1:58
1435,iPhone 16,Amazon,82008.26,4.1,Good phone with wonderful screen clarity.,https://www.amazon.in/gp/product/aM15779142,7/21/2025 18:53
1436,iPhone 15,Flipkart,94178.13,4.9,Absolutely love the performance.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmFUrUzpuV,7/25/2025 5:02
1437,iPhone 17,Amazon,97054.55,3.7,Good battery life but camera in low light could be better.,https://www.amazon.in/dp/Ko13653691,5/13/2025 4:03
1438,iPhone 15,Flipkart,74575.98,4.4,"Nice screen clarity, works well for outdoor activities.",https://www.flipkart.com/apple-iphone-15/p/itmDRbSjxGd,8/7/2025 11:27
1439,iPhone 17,Amazon,94423.47,3.8,Good sound quality but camera in low light could be better.,https://www.amazon.in/dp/Zt35190213,6/2/2025 23:57
1440,iPhone 15,Flipkart,105530.4,4.3,"Nice responsiveness, works well for social media.",https://www.flipkart.com/apple-iphone-15/p/itmkjcXUQMk,5/26/2025 17:41
1441,iPhone 17,Amazon,124702.95,4.2,Satisfied with the build quality.,https://www.amazon.in/dp/Wd79698096,7/19/2025 6:50
1442,iPhone 15,Flipkart,149688.32,4.4,Great user interface and good for family use.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmTCqZcyMX,8/28/2025 18:51
1443,iPhone 15,Flipkart,119879.58,4.8,Absolutely love the functionality.,https://www.flipkart.com/apple-iphone-15/p/itmEibsXYyS,9/18/2025 19:49
1444,iPhone 15,Amazon,105313.89,4.2,Great capabilities and good for family use.,https://www.amazon.in/Apple-iPhone-15/dp/tJ84252357,8/23/2025 5:49
1445,iPhone 16,Amazon,85183.68,4.3,Good phone with superb capabilities.,https://www.amazon.in/Apple-iPhone-16/dp/uY74009028,5/31/2025 18:27
1446,iPhone 16,Flipkart,81866.34,4.1,Good phone with remarkable connectivity.,https://www.flipkart.com/apple-iphone-16/p/itmYdNhsPSV,9/24/2025 8:22
1447,iPhone 15,Amazon,95165.05,4.5,Absolutely love the responsiveness.,https://www.amazon.in/dp/YS25786964,6/12/2025 8:35
1448,iPhone 17,Flipkart,117937.65,3.8,Good capabilities but storage capacity could be better.,https://www.flipkart.com/iphone-17/p/itmhOlEJrmJ,9/8/2025 2:13
1449,iPhone 16,Flipkart,89701.61,4.1,"Nice functionality, works well for personal use.",https://www.flipkart.com/apple-iphone-16/p/itmaVFBFnVr,5/29/2025 2:15
1450,iPhone 15,Amazon,126629.81,4.4,"Nice speed, works well for personal use.",https://www.amazon.in/Apple-iPhone-15/dp/QT83985507,9/28/2025 4:39
1451,iPhone 16,Amazon,132590.07,4.4,"Nice user interface, works well for personal use.",https://www.amazon.in/gp/product/KV85107053,4/21/2025 17:24
1452,iPhone 15,Flipkart,118457.61,4.8,Incredible capabilities quality.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmKTGvLYgS,5/31/2025 13:27
1453,iPhone 16,Flipkart,81530.99,4.2,Satisfied with the battery life.,https://www.flipkart.com/apple-iphone-16/p/itmbvdnQhBf,5/9/2025 17:24
1454,iPhone 16,Amazon,117224.87,4.2,Great storage and good for multimedia.,https://www.amazon.in/Apple-iPhone-16/dp/OX54710542,5/4/2025 6:24
1455,iPhone 17,Amazon,114070.96,4.3,Satisfied with the performance.,https://www.amazon.in/gp/product/KB72492418,10/3/2025 20:21
1456,iPhone 15,Flipkart,154129.41,4.5,Best phone for business.,https://www.flipkart.com/apple-iphone-15/p/itmbciOSYEL,5/6/2025 23:35
1457,iPhone 16,Flipkart,86076.84,4.3,Great sound quality and good for outdoor activities.,https://www.flipkart.com/apple-iphone-16-smartphone/p/itmjxHhplZp,5/7/2025 22:02
1458,iPhone 17,Amazon,127783.2,3.7,"Decent for business, overall experience is good.",https://www.amazon.in/Apple-iPhone-17/dp/vU24445339,7/31/2025 4:43
1459,iPhone 17,Amazon,123977.66,4.2,Satisfied with the storage.,https://www.amazon.in/dp/Zf80261029,4/29/2025 10:11
1460,iPhone 15,Flipkart,135682.99,4.5,Perfect for entertainment.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmoXvrVwoI,9/11/2025 23:55
1461,iPhone 16,Amazon,90137.32,4.2,"Nice design, works well for daily use.",https://www.amazon.in/Apple-iPhone-16/dp/RQ64253039,5/24/2025 21:50
1462,iPhone 16,Flipkart,68662.66,4.2,Good phone with great speed.,https://www.flipkart.com/iphone-16/p/itmuAaDxJXA,7/14/2025 20:44
1463,iPhone 16,Amazon,90447.12,4.6,Incredible connectivity quality.,https://www.amazon.in/Apple-iPhone-16/dp/Hl73396466,7/2/2025 5:19
1464,iPhone 16,Flipkart,137347.43,4.5,incredible overall experience.,https://www.flipkart.com/apple-iphone-16/p/itmMrMzZOwU,5/6/2025 11:19
1465,iPhone 17,Amazon,104989.42,4.1,"Nice battery life, works well for daily use.",https://www.amazon.in/dp/qd26761806,9/20/2025 20:35
1466,iPhone 16,Flipkart,75531.35,4.2,"Nice performance, works well for personal use.",https://www.flipkart.com/iphone-16/p/itmNEIbZwGv,8/18/2025 1:18
1467,iPhone 17,Amazon,145594.46,4.3,Good phone with nice connectivity.,https://www.amazon.in/dp/lw71211934,9/8/2025 23:54
1468,iPhone 15,Flipkart,135569.03,4.4,"Nice overall experience, works well for entertainment.",https://www.flipkart.com/apple-iphone-15-smartphone/p/itmfBjVfYqR,5/29/2025 7:17
1469,iPhone 17,Amazon,135479.33,4.1,Great speed and good for personal use.,https://www.amazon.in/dp/Bx81979472,10/1/2025 18:33
1470,iPhone 16,Flipkart,69366.35,4.2,Good phone with wonderful capabilities.,https://www.flipkart.com/apple-iphone-16-smartphone/p/itmSnBOulHA,7/13/2025 16:38
1471,iPhone 15,Amazon,94899.47,4.6,Incredible features quality.,https://www.amazon.in/dp/HW62346894,5/19/2025 7:07
1472,iPhone 17,Flipkart,104076.57,3.8,"Decent for entertainment, features is good.",https://www.flipkart.com/apple-iphone-17-smartphone/p/itmsJmvMjOw,5/24/2025 8:27
1473,iPhone 17,Amazon,116768.22,4.1,"Nice design, works well for entertainment.",https://www.amazon.in/gp/product/yH67277760,6/16/2025 11:36
1474,iPhone 15,Flipkart,94906.39,4.5,impressive build quality.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmrUVGdKlU,10/4/2025 8:30
1475,iPhone 15,Amazon,59723.01,4.7,Absolutely love the display.,https://www.amazon.in/dp/BE81759899,9/13/2025 0:58
1476,iPhone 15,Flipkart,117704.59,4.4,"Nice screen clarity, works well for professional tasks.",https://www.flipkart.com/apple-iphone-15-smartphone/p/itmbqeKpQyw,5/21/2025 4:12
1477,iPhone 15,Flipkart,103361.56,4.2,"Nice capabilities, works well for personal use.",https://www.flipkart.com/iphone-15/p/itmiUhsVoLK,9/10/2025 23:39
1478,iPhone 16,Amazon,93688.85,4.4,"Nice screen clarity, works well for photography.",https://www.amazon.in/gp/product/xS75119478,7/27/2025 21:55
1479,iPhone 15,Amazon,168508.71,4.4,Good phone with remarkable sound quality.,https://www.amazon.in/Apple-iPhone-15/dp/jC35790837,8/9/2025 2:48
1480,iPhone 15,Flipkart,136120.7,4,Satisfied with the durability.,https://www.flipkart.com/apple-iphone-15/p/itmiZdtXzLF,5/21/2025 9:24
1481,iPhone 17,Flipkart,129292.73,4.1,Satisfied with the overall experience.,https://www.flipkart.com/apple-iphone-17/p/itmhiiWJpMS,6/19/2025 14:58
1482,iPhone 17,Flipkart,146807.71,4.2,"Nice design, works well for social media.",https://www.flipkart.com/iphone-17/p/itmLDjzHUll,7/15/2025 2:35
1483,iPhone 15,Flipkart,131795.29,4.6,Incredible screen clarity quality.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmVzDOHhwC,8/11/2025 9:58
1484,iPhone 17,Amazon,86801.14,3.9,Good build quality but charging speed could be better.,https://www.amazon.in/dp/Jw09908496,9/27/2025 3:30
1485,iPhone 15,Amazon,70255.25,4.7,Absolutely love the speed.,https://www.amazon.in/dp/Ce18209599,9/21/2025 10:12
1486,iPhone 17,Amazon,135159.14,4.2,Great overall experience and good for business.,https://www.amazon.in/dp/fl00551991,6/26/2025 22:30
1487,iPhone 17,Flipkart,110925.35,4.2,Good phone with decent user interface.,https://www.flipkart.com/apple-iphone-17-smartphone/p/itmmdbmQQib,9/23/2025 3:40
1488,iPhone 16,Flipkart,137227.97,4.2,"Nice screen clarity, works well for family use.",https://www.flipkart.com/iphone-16/p/itmrinQRGSb,5/15/2025 3:46
1489,iPhone 16,Amazon,144095.67,4.5,Incredible display quality.,https://www.amazon.in/dp/vJ86881574,6/29/2025 22:46
1490,iPhone 15,Flipkart,118611.81,4.3,Good phone with brilliant functionality.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmHXnLlmff,9/6/2025 22:48
1491,iPhone 15,Flipkart,85953.4,4.6,Absolutely love the connectivity.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmPApTGdxc,8/1/2025 22:35
1492,iPhone 15,Amazon,57937.76,4.1,Satisfied with the speed.,https://www.amazon.in/gp/product/FK44612448,6/1/2025 21:06
1493,iPhone 17,Flipkart,118142.83,4,Satisfied with the build quality.,https://www.flipkart.com/apple-iphone-17/p/itmVioRThbk,9/26/2025 14:16
1494,iPhone 15,Amazon,87195.09,4.9,Highly recommend for outdoor activities.,https://www.amazon.in/gp/product/cA10359846,8/8/2025 11:24
1495,iPhone 16,Flipkart,111718.27,4.5,Highly recommend for photography.,https://www.flipkart.com/iphone-16/p/itmjskUFrIV,7/17/2025 5:32
1496,iPhone 15,Amazon,129272.09,4.5,Perfect for gaming.,https://www.amazon.in/gp/product/uX55135976,7/28/2025 1:19
1497,iPhone 15,Flipkart,141476.79,4.5,Incredible responsiveness quality.,https://www.flipkart.com/apple-iphone-15-smartphone/p/itmAXeGhcnc,7/31/2025 17:26
1498,iPhone 15,Flipkart,86715.37,4.3,Good phone with incredible durability.,https://www.flipkart.com/apple-iphone-15/p/itmqdiTCQbQ,5/4/2025 23:25
1499,iPhone 17,Flipkart,137033.61,4,"Nice performance, works well for family use.",https://www.flipkart.com/apple-iphone-17/p/itmOBidCNQb,8/18/2025 4:02
1500,iPhone 17,Amazon,82064.15,3.7,"outstanding phone overall, though price point is average.",https://www.amazon.in/dp/zw81663277,7/27/2025 7:15
1501,iPhone 16,Flipkart,73171.79,4.4,Satisfied with the battery life.,https://www.flipkart.com/apple-iphone-16/p/itmulKDqxbH,5/14/2025 21:18
1502,iPhone 15,Flipkart,134090.33,4.3,Great camera quality and good for professional tasks.,https://www.flipkart.com/iphone-15/p/itmyCPjafJe,7/10/2025 1:17
1503,iPhone 16,Amazon,79155.12,4.5,Perfect for travel.,https://www.amazon.in/gp/product/Pe91619679,8/24/2025 1:41
1504,iPhone 17,Flipkart,117351.02,4,"Nice capabilities, works well for daily use.",https://www.flipkart.com/apple-iphone-17/p/itmrvFWtfbA,7/5/2025 6:15
1505,iPhone 15,Flipkart,76817.8,4.3,Great battery life and good for travel.,https://www.flipkart.com/iphone-15/p/itmGHWTtmea,6/18/2025 14:19
1506,iPhone 17,Amazon,158535.01,3.9,"Decent for multimedia, performance is good.",https://www.amazon.in/Apple-iPhone-17/dp/EG41599055,8/29/2025 6:47
1507,iPhone 17,Amazon,156432.87,4.2,Satisfied with the speed.,https://www.amazon.in/Apple-iPhone-17/dp/wS36063421,5/22/2025 1:08
1508,iPhone 17,Amazon,83198.98,3.7,Good speed but storage capacity could be better.,https://www.amazon.in/gp/product/Md12883089,7/30/2025 0:06
1509,iPhone 15,Amazon,104958.01,4.1,"Nice camera quality, works well for daily use.",https://www.amazon.in/dp/rh70158597,4/21/2025 13:11
1510,iPhone 16,Amazon,140666.02,4.3,Satisfied with the performance.,https://www.amazon.in/Apple-iPhone-16/dp/Vz81559789,5/29/2025 14:12
1511,iPhone 15,Amazon,77562.16,4.8,Incredible storage quality.,https://www.amazon.in/dp/EX14204858,10/5/2025 3:52
